expid,peakid,year,season,host,route1,route2,route3,route4,nation,leaders,sponsor,success1,success2,success3,success4,ascent1,ascent2,ascent3,ascent4,claimed,disputed,countries,approach,bcdate,smtdate,smttime,smtdays,totdays,termdate,termreason,termnote,highpoint,traverse,ski,parapente,camps,rope,totmembers,smtmembers,mdeaths,tothired,smthired,hdeaths,nohired,o2used,o2none,o2climb,o2descent,o2sleep,o2medical,o2taken,o2unkwn,othersmts,campsites,accidents,achievment,agency,comrte,stdrte,primrte,primmem,primref,primid,chksum
EVER91104,EVER,1991,1,2,N Col-N Ridge-N Face,NE Ridge,,,USA,Eric Simonson,International Mountain Guides (IMG) Everest N Face Expedition 1991,TRUE,FALSE,FALSE,FALSE,"117,120,123,125",,,,FALSE,FALSE,"Australia, New Zealand",KTM->Tingri->Rongbuk BC,1991/3/13,1991/5/15,1230,63,76,1991/5/28,1,,8850,FALSE,FALSE,FALSE,6,0,22,8,0,12,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(13/03,5150m),C119/03,5500m),C2(20/03,6100m),ABC(21/03,6500m),C4(30/03,7000m),C5(21/04,7600m),C6(07/05,8300m),Smt(15,17,21,24/05)",None,,Mountain Travel,FALSE,FALSE,FALSE,FALSE,FALSE,,2450563
EVER91105,EVER,1991,1,2,N Face (Japanese & Hornbein Couloirs),,,,Sweden,Jack Berg,Svenska Everest Expedition 1991,TRUE,FALSE,FALSE,FALSE,"119,122",,,,FALSE,FALSE,,,1991/3/19,1991/5/15,1500,57,0,  -   -,1,,8850,FALSE,FALSE,FALSE,5,0,21,1,0,14,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"ChineseBC(19/03),ABC(24/03,5750m),C1(31/03,6150m),C2(10/04,6900m),C3(18/04,7350m),C4(29/04,7900m),C5(06/05,8250m),Smt(15,20/05)",1 Sherpa's hand broken bare from falling stone; Cronlund frostbite,,,FALSE,FALSE,FALSE,FALSE,FALSE,,2450563
EVER91106,EVER,1991,1,1,S Col-SE Ridge,,,,USA,Rick Wilcox,1991 American Everest Expedition,TRUE,FALSE,FALSE,FALSE,116,,,,FALSE,FALSE,"Australia, Canada",,1991/3/20,1991/5/15,0835,56,61,1991/5/20,1,,8850,FALSE,FALSE,FALSE,4,0,10,4,0,5,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(20/03,5350m),C1(01/04,6050m),C2(06/04,6500m),C3(30/04,7100m),C4(01/05,7900m),Smt(15/05)",Nothing serious,,,TRUE,TRUE,FALSE,FALSE,FALSE,,2450563
EVER91111,EVER,1991,1,2,N Face (Great Couloir),,,,Italy,Oreste Forno,Longoni Sport Everest Expedition,TRUE,FALSE,FALSE,FALSE,121,,,,FALSE,FALSE,Czechoslovakia,KTM->Tingri->Rongbuk Glacier,1991/4/4,1991/5/7,1525,33,47,1991/5/21,1,,8850,FALSE,FALSE,FALSE,4,0,8,2,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Four briefly on Changtse,"ChineseBC(04/04),ABC(11/04,5550m),C1(15/04,6100m),C2(25/04,6900m),C3(27/04,7550m),C4(05/05,8350m),Smt(17/05)",2 serious frostbite cases (De Stefani and De Marchi); 1 cerebral edema (De Stefani),,,FALSE,FALSE,FALSE,FALSE,FALSE,,2450555
EVER91116,EVER,1991,1,2,N Col-N Ridge-N Face,,,,Japan,Muneo Nukita,Japanese Everest,TRUE,FALSE,FALSE,FALSE,126,,,,FALSE,FALSE,,KTM->Tingri->Rongbuk BC,1991/4/30,1991/5/27,1300,27,30,1991/5/30,1,,8850,FALSE,FALSE,FALSE,3,0,2,2,1,6,2,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Island Peak and Parchamo,"BC(30/04),ABC(03/05,6500m),C1(13/05,7000m),C2(14/05,7800m),C3(26/05,8200m),Smt(27/05)","No problem at all until fatal fall, until then ""everything went perfectly""",,,TRUE,TRUE,FALSE,FALSE,FALSE,,2450575
EVER91303,EVER,1991,3,1,S Col-SE Ridge,,,,Spain,Juan Carlos Gomez Ramos,Spanish Expedition to Everest,TRUE,FALSE,FALSE,FALSE,127,,,,FALSE,FALSE,,,1991/8/21,1991/10/6,,46,0,  -   -,1,,8850,FALSE,FALSE,FALSE,4,0,15,4,0,7,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(21/08,5350m),C1(04/09,6000m),C2(09/09,6400m),C3(16/09,7300m),C4(30/09,7900m),Smt(06/10)",Garces 2 toes frostbitten on summit day,,Above the Clouds,TRUE,TRUE,FALSE,FALSE,FALSE,,2450707
EVER91311,EVER,1991,3,1,S Col-SE Ridge,W Cwm-W Ridge (to 8100m+),,,USSR,Vladamir Balyberdin,Himalaya 1991 Expedition of USSR - to Everest,TRUE,FALSE,FALSE,FALSE,"128,129",,,,FALSE,FALSE,"Ukraine, USA",,1991/9/17,1991/10/7,1500,20,0,  -   -,1,,8850,FALSE,FALSE,FALSE,4,0,10,4,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Pumori (?),"BC(17/09,5350m),C1(25/09,6100m),C1(23/09,6400m),C2(24/09,6800m),C3(02/10,7300m),C4(30/09,7900m),Smt(07,10/10)",Nothing expect Kopeika lungs and chest problem,,Mustang,FALSE,FALSE,FALSE,FALSE,FALSE,,2450708
EVER91107,EVER,1991,1,1,W Cwm-W Ridge (to 7400m),S Col-SE Ridge (to 7900m),,,Australia,Michael Groom,Australian Everest Expedition 1991,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,1991/3/26,1991/5/1,,36,45,1991/5/10,4,"Abandoned at 7900m due to bad weather and team's lack of strength, etc",7900,FALSE,FALSE,FALSE,4,0,6,0,0,2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(26/03,5350m),C1(04/04,6100m),C2(13/04,6500m),C3(30/04,7200m),C4(01/05,7900m),xxx(01/05,7900m)",Coulton frostbite that will heal,,,FALSE,FALSE,FALSE,FALSE,FALSE,,2450549
EVER91108,EVER,1991,1,1,SW Face (Bonington rte),,,,S Korea,Lee Kang-Oh,1991 Korean Everest SW Face Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,1991/3/30,1991/5/2,,33,0,  -   -,5,Abandoned at 8350m due to bad snow conditions,8350,FALSE,FALSE,FALSE,5,0,12,0,0,14,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(30/03,5400m),C1(05/04,6050m),C2(07/04,6450m),C3(17/04,6950m),C4(23/04,7600m),C5(01/05,8300m),xxx(02/05,8350m)",Park lead climbing above C3 and fell injuring leg and dropped out; 1 Sherpa toes frostbitten but will heal; Chong altitude sickness at C2,,,FALSE,FALSE,FALSE,FALSE,FALSE,,2450550
EVER91109,EVER,1991,1,2,A couloir just W of N Col-N Ridge,,,,USA,Robert Anderson,,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,New Zealand,KTM->Tingri->Rongbuk Glacier,1991/3/31,1991/5/21,,51,56,1991/5/26,5,Abandoned at 8300m due to extreme cold,8300,FALSE,FALSE,FALSE,0,0,2,0,0,2,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"ChineseBC(31/03),ABC(06/04,5550m),C1(15/04,6700m),xxx(21/05,8300m)",None,,,FALSE,FALSE,FALSE,FALSE,FALSE,,2450569
EVER91110,EVER,1991,1,2,NE Ridge (to 8000m),N Col-N Ridge-N Face,,,UK,Harold Taylor,High Adventure Team - Everest 1991,FALSE,TRUE,FALSE,FALSE,,124,,,FALSE,FALSE,"Australia, France, New Zealand, Norway, USA",KTM->Tingri-Rongbuk BC,1991/4/3,1991/5/22,1130,49,53,1991/5/26,1,,8850,FALSE,FALSE,FALSE,3,0,16,0,0,9,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(03/04,5200m),ABC(10/04,6400m),C2A(22/04,7400m),C3A(06/05,8000m),xxx(16/05,8000m); NColRte-C1(18/04,7000m),C2B(06/05,7800m),C3B(14/05,8300m),Smt(22/05)",Lemaire serious frostbite in toes between C2 and C3 on N Ridge,,,FALSE,FALSE,FALSE,FALSE,FALSE,,2450570
EVER91112,EVER,1991,1,1,S Col-SE Ridge,,,,Switzerland,Norbert Joos,International Everest Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,"France, Germany",,1991/4/7,1991/5/6,,29,36,1991/5/13,4,Abandoned at 7900m due to wind and lack of strength,7900,FALSE,FALSE,FALSE,2,0,6,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(07/04,5350m),C1(14/04,6400m),C2(18/04,7200m),xxx(06/05,7900m)",None,,,TRUE,TRUE,FALSE,FALSE,FALSE,,2450554
EVER91113,EVER,1991,1,2,N Col-NE Ridge (to 8550m),NE Ridge (to 7900m),,,Austria,Marcus Schmuck,Austrian Everest Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,"Czechoslovakia, Germany, Italy, Switzerland",KTM->Tingri->Rongbuk BC,1991/4/7,1991/5/15,,38,0,  -   -,4,"Abandoned at 8550m due to wind, destruction of too many tents",8550,FALSE,FALSE,FALSE,3,0,18,0,1,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(07/04),ABC(17/04,6400m),C1(20/04,7000m),C2(06/05,7800m),C3(14/05,8370m),xxx(15/05,8550m)",One fatality (Lang),,,FALSE,FALSE,FALSE,FALSE,FALSE,,2450563
EVER91114,EVER,1991,1,1,S Col-SE Ridge,,,,France,Marc Batard,Commodore Everest-Lhotse,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,Germany,,1991/4/11,1991/5/1,,20,24,1991/5/5,14,Abandoned at 8200m due to no permit to climb,8200,FALSE,FALSE,FALSE,2,0,3,0,0,2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(11/04,5350m),C1(14/04,6400m),C2(23/04,7200m),Biv(01/05,8200m),xxx(01/05,8200m)",None,,Amtrek,TRUE,TRUE,FALSE,FALSE,FALSE,,2450549
EVER91115,EVER,1991,1,2,E Ridge (to NE Ridge),,,,Japan,Shinichi Hirano,Meiji University Alpine Club Qomolangma Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,KTM->Tingri->Kharta->BC,1991/4/14,1991/5/5,,21,32,1991/5/16,10,Abandoned at 6400m due to extreme difficulty of route,6400,FALSE,FALSE,FALSE,1,0,13,0,0,6,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,"BC(14/04,5400m),C1A(26/04,5900m),C1B(02/05,6100m),xxx(05/05,6400m)",None,1st attempt of E Ridge,,FALSE,FALSE,FALSE,FALSE,FALSE,,2450553
EVER91201,EVER,1991,2,2,N Face (Hornbein Couloir),,,,Belgium,Alain Hubert,Mt. Everest 1991,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,"France, Luxembourg",,1991/7/30,1991/9/7,,39,40,1991/9/8,4,Abandoned at 7250m due to snowfall and expiration of permit on Sep 15,7250,FALSE,FALSE,FALSE,2,0,11,0,0,3,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"ChineseBC(30/07,5200m),ABC(01/08,5950m),C1(10/08,5950m),C2(07/09,7250m),xxx(07/09,7250m)",Borrey had a serious internal problem (stomach ulcer) and doctor sent him home,,,FALSE,FALSE,FALSE,FALSE,FALSE,,2450678
EVER91301,EVER,1991,3,2,N Face,,,,India,Pranesh Chakraborty,Indian Everest Expedition (China) 1991,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,1991/8/6,1991/9/22,,47,48,1991/9/23,5,Abandoned at 7500m due to snow conditions,7500,FALSE,FALSE,FALSE,2,0,21,0,0,3,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,"BC(06/08,5100m),ABC(15/08,5600m),C1(26/08,6000m),C2(20/09,7200m),xxx(22/09,7500m)","1 case pulmonary edema (Das sent to Calcutta, left BC Aug 7 and never climbed)",,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,,2450693
EVER91302,EVER,1991,3,2,N Col-NE Ridge,,,,Canada,Peter Austen,"Everest Canada 91 - ""Climb for Hope Expedition""",FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,"Finland, USA",KTM->Tingri->Rongbuk BC,1991/8/14,1991/10/1,,48,49,1991/10/2,4,Abandoned at 8000m due to wind and team attrition,8000,FALSE,FALSE,FALSE,4,0,18,0,0,5,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(14/08,5180m),C1(25/08,5600m),C2(26/08,6100m),ABC(21/08,6500m),C4(07/09,7000m),C5(17/09,7800m),xxx(01/10,8000m)",Rippel tore ligaments; several support climbers with altitude problems,,Mountain Travel,TRUE,TRUE,FALSE,FALSE,FALSE,,2450702
EVER91304,EVER,1991,3,1,S Col-SE Ridge,,,,Nepal,Pasang Lhamu Sherpa,1st Nepalese Woman Sagarmatha Expedition to Everest,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,"Belgium, France",,1991/8/22,1991/9/30,,39,49,1991/10/10,4,Abandoned at 8760m due to winds,8760,FALSE,FALSE,FALSE,4,0,14,0,0,16,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(22/08,5350m),C1(03/09,6100m),C2(08/09,6400m),C3(15/09,7300m),C4(28/09,7900m),xxx(30/09,8760m)",Sonam Tshering slightly frostbitten cheek only,,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2450701
EVER91305,EVER,1991,3,1,S Col-SE Ridge,,,,Spain,Josu Bereziartua,Azpeitia Everest 1991,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,1991/8/24,1991/10/3,,40,51,1991/10/14,8,Abandoned at 8750m due to oxygen regulator failure and route difficulty,8750,FALSE,FALSE,FALSE,4,0,8,0,0,4,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(24/08,5350m),C1(03/09,6100m),C2(08/09,6600m),C3(15/09,7300m),C4(29/09,7900m),xxx(03/10,8750m)",None,,Kunga,TRUE,TRUE,FALSE,FALSE,FALSE,,2450704
EVER91306,EVER,1991,3,1,S Col-SE Ridge,,,,France,Denis Pivot,Namaste 1991 to Everest,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,"Brazil, UK",,1991/8/25,1991/9/30,,36,0,  -   -,4,Abandoned at 8760m due to winds,8760,FALSE,FALSE,FALSE,4,0,19,0,0,8,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(25/08,5350m),C1(27/08,6100m),C2(30/08,6400m),C3(04/09,7300m),C4(20/09,7900m),xxx(30/09,8760m)",Pivot shoulder broken in avalanche; 1 Sherpa frostnip cheek; Tardivel frostbitten,,Sherpa Society,TRUE,TRUE,FALSE,FALSE,FALSE,,2450701
EVER91307,EVER,1991,3,1,Khumbutse-W Ridge (to 7699m),S Col-SE Ridge (to 6700m),,,Poland,Alexander Lwow,Polish Jack Wolfskin Everest Expedition 1991,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,"Australia, Germany, USA",,1991/9/2,1991/10/2,,30,44,1991/10/16,4,Abandoned at 7600m due to wind,7600,FALSE,FALSE,FALSE,3,0,7,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Khumbutse,"BC(02/09,5450m),C1(18/09,5950m),C2(24/09,6900m),C3(02/10,7600m),xxx(02/10,7600m)",None,,Atlas,FALSE,FALSE,FALSE,FALSE,FALSE,,2450703
EVER91308,EVER,1991,3,1,S Col-SE Ridge,,,,Australia,Michael Groom,Australian Everest 1991 Expedition (on Spanish permit),FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,New Zealand,,1991/9/7,1991/10/8,,31,34,1991/10/11,7,Abandoned at 8200m due to exhaustion,8200,FALSE,FALSE,FALSE,4,0,4,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,"BC(07/09,5350m),C1(16/09,6100m),C2(18/09,6450m),C3(23/09,7300m),C4(04/10,7900m),xxx(08/10,8200m)",None,,Kunga,TRUE,TRUE,FALSE,FALSE,FALSE,,2450709
EVER91309,EVER,1991,3,1,S Col-SE Ridge,,,,Japan,Yasuo Iwazoe,G-Tohan (Ascent) Club Everest Expedition 1991,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,1991/9/11,1991/10/5,,24,31,1991/10/12,8,Abandoned at 8750m due to oxygen finished and C4 tent broken by wind,8750,FALSE,FALSE,FALSE,4,0,8,0,0,6,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(11/09,5350m),C1(14/09,6100m),C2(16/09,6400m),C3(21/09,7300m),C4(30/09,7900m),xxx(05/10,8750m)",None,,Cosmo Treks,TRUE,TRUE,FALSE,FALSE,FALSE,,2450706
EVER91310,EVER,1991,3,1,S Col-SE Ridge,,,,UK,Jonathan Pratt,(on Spanish permit),FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,1991/9/15,1991/10/9,,24,30,1991/10/15,4,"Abandoned at 7950m due to wind, destruction of tent at Col",7950,FALSE,FALSE,FALSE,3,0,1,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(15/09,5350m),C1(18/09,6100m),C2(20/09,6450m),C3(22/09,7300m),C4(08/10,7900m),xxx(09/10,7950m)",,,,TRUE,TRUE,FALSE,FALSE,FALSE,,2450710
EVER91312,EVER,1991,3,1,S Col-SE Ridge,,,,Germany,Hans Eitel,International Mountain Climbing (IMC) Everest Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,Switzerland,,1991/9/24,1991/10/16,,22,26,1991/10/20,4,Abandoned at 7900m due to wind and loss of interest by Dacher,7900,FALSE,FALSE,FALSE,4,0,5,0,0,3,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(24/09,5400m),C1(20/09,6100m),C3(04/10,6500m),C3(12/10,7350m),C4(16/10,7900m),xxx(16-17/10,7900m)",Weber slightly frostbitten fingers,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2450717
EVER91313,EVER,1991,3,2,N Col (Messner 1980 rte),,,,Brazil,Thomaz Brandolin,First Brazilian Everest Expedition 1991,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,1991/10/3,1991/10/30,,27,54,1991/11/26,4,Abandoned at 7100m due to wind,7100,FALSE,FALSE,FALSE,4,0,8,0,0,3,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(03/10,5200m),C1(12/10,5600m),C2(13/10,6000m),C3.ABC(14/10,6500m),C4(28/10,7069m),xxx(30/10,7100m)",1 Sherpa very badly infected tooth (went only to ABC & then back to Kathmandu),1st South American Expedition on Everest,Sherpa Trekking Service (STS),TRUE,TRUE,FALSE,FALSE,FALSE,,2450731
EVER91401,EVER,1991,4,1,SW Face,,,,Japan,Kunaiki Yagihara,Gunma Mountaineering Federation Winter Mt. Sagarmantha SW Face Exp.,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,1991/11/11,1991/12/21,,40,94,1992/2/13,4,Abandoned at 8350m due to wind and Sherpas not willing to carry oxygen to C5,8350,FALSE,FALSE,FALSE,5,2800,18,0,0,25,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,All 19 atop Pokalde,"BC(11/11,5350m),C1(01/12,6020m),C2(02/12,6500m),C3(05/12,6900m),C4(11/12,7600m),C5(08/01,8350m),xxx(21/12,8350m)","3 frostbite but not loss, 1 member 3cm cut from stonefall on cheek",,Cosmo Treks,FALSE,FALSE,FALSE,FALSE,FALSE,,2450783
EVER91402,EVER,1991,4,1,S Pillar,,,,S Korea,Kim Kwang-Jin,1991-92 Korean Winter Everest Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,1991/11/12,1991/12/14,,32,39,1991/12/21,7,Abandoned at 8700m due to exhaustion,8700,FALSE,FALSE,FALSE,4,0,11,0,0,7,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(12/11,5350m),C1(01/12),C2(12/02,6400m),C3(09/12,7200m),C4(13/12,7850m),xxx(14/12,8700m)",2 members hit by falling rock & slightly hurt Dec 7 making route to C3; Nam 2 toes both feet frostbitten climbing C2 to C3 (may loose tips),1st winter attempt on Pillar,Universal Trekking Network,FALSE,FALSE,FALSE,FALSE,FALSE,,2450776
EVER91403,EVER,1991,4,1,S Col-SE Ridge,,,,S Korea,Kim Teuk-Hee,Korean Winter Everest Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,1991/11/23,1991/12/20,,27,31,1991/12/24,4,Abandoned at 8600m due to cold and wind,8600,FALSE,FALSE,FALSE,4,2000,5,0,0,2,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(22/11,5350m),C1(01/12,6100m),C2(03/12,6450m),C3(08/12,7200m),C4(10/12,7900m),xxx(20/12,8600m)",Slight frostbite by 3 summit attackers; Yoon altitude sickness & never above BC,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2450782
EVER92102,EVER,1992,1,1,S Col-SE Ridge,,,,New Zealand,Rob Hall,New Zealand International Everest Expedition,TRUE,FALSE,FALSE,FALSE,131 w/Neth,,,,FALSE,FALSE,"Australia, Belgium, Hong Kong, Israel, UK, USA",,1992/3/19,1992/5/12,1030,54,0,  -   -,1,,8850,FALSE,FALSE,FALSE,4,0,15,9,0,14,5,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,"BC(19/03,5350m),C1(06/04,6100m),C2(08/04,6600m),C3(11/04,7350m),C4(11/05,7900m),Smt(12/05)",,,Wilderness Experience,TRUE,TRUE,FALSE,FALSE,FALSE,,2450927
EVER92104,EVER,1992,1,1,S Couloir/S Pillar,,,,Spain,Francisco Soria,Everest 1992 Civilian-Military Expedition,TRUE,FALSE,FALSE,FALSE,138,,,,FALSE,FALSE,,,1992/3/21,1992/5/15,1150,55,0,  -   -,1,,8850,FALSE,FALSE,FALSE,4,0,18,3,0,8,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(21/03,5350m),C1(03/04,6100m),C2(15/04,6350m),C3(22/04,7400m),C4(02/05,8050m),Smt(15/05)",Sherpa fell in icefall and injured knee,,Yangrima,FALSE,FALSE,FALSE,FALSE,FALSE,,2450930
EVER92106,EVER,1992,1,1,S Col-SE Ridge,,,,Netherlands,Ronald Naar,Everest 1992,TRUE,FALSE,FALSE,FALSE,130 w/NZ,,,,FALSE,FALSE,,,1992/3/23,1992/5/12,1130,50,0,  -   -,1,,8850,FALSE,FALSE,FALSE,4,0,14,2,0,8,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(23/03,5350m),C1(03/04,6150m),C2(05/04,6400m),C3(09/04,7200m),C4(01/05,7850m),Smt(12/05)",1 member slight frostbite; nothing else,,Summit Nepal Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2450927
EVER92107,EVER,1992,1,1,S Col-SE Ridge,,,,USA,Todd Burleson,Alpine Ascents International (AAI) Everest Expedition 1992,TRUE,FALSE,FALSE,FALSE,"133,137",,,,FALSE,FALSE,"S Africa, UK",,1992/3/26,1992/5/12,,47,0,  -   -,1,,8850,FALSE,FALSE,FALSE,4,0,15,7,0,16,5,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(26/03,5350m),C1(28/03,6000m),C2(02/04,6500m),C3(10/04,7200m),C4(02/05,7900m),Smt(12,15/05)",1 member pulmonary edema [Burnett?],,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2450927
EVER92109,EVER,1992,1,1,S Col-SE Ridge,,,,Chile,Mauricio Purto,CAI Chile Everest Expedition,TRUE,FALSE,FALSE,FALSE,139,,,,FALSE,FALSE,,,1992/3/29,1992/5/15,1200,47,0,  -   -,1,,8850,FALSE,FALSE,FALSE,4,0,5,1,0,5,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(29/03,5350m),C1(09/04,6200m),C2(12/04,6500m),C3(21/04,7200m),C4(06/05,7900m),Smt(15/05)",Purto fell into crevasse alone just above C4 on descent but not hurt,,Kunga,TRUE,TRUE,FALSE,FALSE,FALSE,,2450930
EVER92111,EVER,1992,1,1,S Col-SE Ridge,,,,India,Hukam Singh,Indian (ITBP) Mount Everest Expedition 1992,TRUE,FALSE,FALSE,FALSE,"130,134",,,,FALSE,FALSE,,,1992/3/29,1992/5/10,,42,56,1992/5/24,1,,8850,FALSE,FALSE,FALSE,4,0,15,6,0,25,2,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(29/03,5350m),C1(01/04,6150m),C2(04/04,6650m),C3(26/04,7400m),C4(01/05,7900m),Smt(10,12/05)",Papta pulmonary edema and 2 fingers bad frostbite; Bisht 3 fingers bad frostbite; Sher Singh died in the icefall,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2450925
EVER92112,EVER,1992,1,1,S Col-SE Ridge,,,,UK,Jonathan Pratt,Officially on Chilean permit,TRUE,FALSE,FALSE,FALSE,139 w/Chile,,,,FALSE,FALSE,"Czechoslovakia, USSR",,1992/4/2,1992/5/15,1200,43,0,  -   -,1,,8850,FALSE,FALSE,FALSE,4,0,4,1,0,1,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(02/04,5350m),C1(05/04,6100m),C2(15/04,6400m),C3(20/04,7500m),C4(12/05,7900m),Smt(15/05)",None except Sterbova extreme exhaustion,,Kunga,TRUE,TRUE,FALSE,FALSE,FALSE,,2450930
EVER92115,EVER,1992,1,2,E Face-S Col-SE Ridge,,,,Chile,Rodrigo Jordan,Qomolangma Chilean Everest Expedition 1992,TRUE,FALSE,FALSE,FALSE,135,,,,FALSE,FALSE,,KTM->Tingri->Kharta Valley,1992/4/7,1992/5/15,1030,38,40,1992/5/17,1,,8850,FALSE,FALSE,FALSE,3,2000,7,3,0,2,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(07/04,5400m),C1(20/04,6400m),C2(12/05,7300m),C3(13/05,7900m),Smt(15/05)",Delgado broken rib; 2 Sherpas slightly injured by seracs falling from right of route,1st South Americans to top,Nepal Himal,FALSE,FALSE,FALSE,FALSE,FALSE,,2450930
