header,deathcnt,deathpct,fname,lname,name,citizen,village,sex,age,yob,dthmdy,deathtime,ddthtime,dthmondd,deathdate,deathnote,deathclsnt,deathtype,deathhgtm,deathclass,ams,weather,msuccess,o2used,o2none,myear,mseason,yearseas,msmtbid,msmtterm,expldr,hired,sherpa,tibetan,expid,membid,peakid,host,deathrte,route1,route2,agency,peakexps,peakabvbc,peaksmts,allexps,allabvbc,allsmts,highexps,highabvbc,highsmts,maxhighpt,maxpeakid
,0,0,Toshiaki,Kobayashi,Toshiaki Kobayashi,Japan,,M,34,1948,1982/12/28,,0,Dec 28,1982/12/28,Fall (8800m)(w),Descending from summit bid, 4,8800,5,0,1,0,1,0,1982,4,1982 Win,No summit bid,Route/Camp Preparation or Fixing Rope,Japan (Yasuo Kato),0,0,0,EVER-824-02,03,EVER,Nepal,1,S Col-SE Ridge,,,1,1,0,4,4,1,4,4,1,8300,EVER
,0,0,Pasang Temba,Sherpa,Pasang Temba Sherpa,Nepal,,M,0,,1983/10/8,17:00,17,Oct 8,1983/10/8,Fall (8600m),Descending from summit bid, 4,8600,5,0,0,0,0,1,1983,3,1983 Aut,,,Japan (Haruichi Kawamura),1,1,0,EVER-833-05,07,EVER,Nepal,1,S Pillar-SE Ridge,,,0,0,0,0,0,0,0,0,0,0,
,0,0,Hiroshi,Yoshino,Hiroshi Yoshino,Japan,,M,33,1950,1983/10/9,06:30,6.5,Oct 9,1983/10/9,Fall (8800m),Descending from summit bid, 4,8800,5,0,0,1,0,1,1983,3,1983 Aut,Successful bid,Success,Japan (Hiroshi Yoshino),0,0,0,EVER-833-06,01,EVER,Nepal,1,S Col-SE Ridge,,,0,0,0,2,2,1,2,2,1,8167,DHA1
,0,0,Hironobu,Kamuro,Hironobu Kamuro,Japan,,M,31,1951,1983/10/8,18:00,18,Oct 8,1983/10/8,Fall (8800m),Descending from summit bid, 4,8800,5,0,0,1,0,1,1983,3,1983 Aut,Successful bid,Success,Japan (Hiroshi Yoshino),0,0,0,EVER-833-06,03,EVER,Nepal,1,S Col-SE Ridge,,,0,0,0,1,1,1,1,1,1,8167,DHA1
,0,0,Ang Rinji,Sherpa,Ang Rinji Sherpa (Rimijung),Nepal, (Rimijung),M,49,,1984/3/26,08:08,8.13,Mar 26,1984/3/26,Avalanche (5600m),Route preparation, 7,5600,3,0,0,0,0,1,1984,1,1984 Spr,No summit bid,Accident (Death or Injury to Self or Others),India (Darshan Kumar Khullar),1,1,0,EVER-841-02,27,EVER,Nepal,1,S Col-SE Ridge,,,0,0,0,0,0,0,0,0,0,0,
,0,0,Jangbir,Rai,Jangbir Rai,Nepal,,M,0,,1984/3/28,,0,Mar 28,1984/3/28,AMS (4900m)(a)(e),Death enroute BC, 1,4900,1,1,0,0,0,1,1984,1,1984 Spr,No summit bid,Did Not Climb or Intend to Smt,India (Darshan Kumar Khullar),1,0,0,EVER-841-02,25,EVER,Nepal,0,,,,0,0,0,0,0,0,0,0,0,0,
,0,0,Christo Ivanov,Prodanov,Christo Ivanov Prodanov,Bulgaria,,M,41,1943,1984/4/21,,0,Apr 21,1984/4/21,Exposure/Frostbite (8600m),Descending from summit bid, 3,8600,5,0,0,1,0,1,1984,1,1984 Spr,Successful bid,Success,Bulgaria (Avram Iliev Avramov),0,0,0,EVER-841-03,03,EVER,Nepal,1,Lho La-W Ridge,,,0,0,0,1,1,1,1,1,1,8516,LHOT
,0,0,Anthony Mark (Tony),Swierzy,Anthony Mark (Tony) Swierzy,UK,,M,27,1956,1984/4/3,06:15,6.25,Apr 3,1984/4/3,Avalanche (6500m),Route preparation, 7,6500,3,0,0,0,0,1,1984,1,1984 Spr,No summit bid,Accident (Death or Injury to Self or Others),"UK (Bronco Lane, Brummie Stokes)",0,0,0,EVER-841-04,10,EVER,China,1,N Face (Hornbein Couloir),,,0,0,0,1,1,0,0,0,0,0,
,0,0,Yogendra Bahadur,Thapa,Yogendra Bahadur Thapa,Nepal,,M,36,1948,1984/10/24,10:00,10,Oct 24,1984/10/24,Fall (8400m),Ascending in summit bid, 4,8400,4,0,0,0,1,0,1984,3,1984 Aut,Aborted above high camp,Accident (Death or Injury to Self or Others),Nepal (Yogendra Thapa),0,0,0,EVER-843-02,02,EVER,Nepal,1,S Col-SE Ridge,,,2,2,0,7,7,3,3,3,0,8400,EVER
,0,0,Ang Dorje,Sherpa,Ang Dorje Sherpa (Thamo),Nepal, (Thamo),M,35,,1984/10/24,10:00,10,Oct 24,1984/10/24,Fall (8400m),Ascending in summit bid, 4,8400,4,0,0,0,0,1,1984,3,1984 Aut,Aborted above high camp,Accident (Death or Injury to Self or Others),Nepal (Yogendra Thapa),1,1,0,EVER-843-02,28,EVER,Nepal,1,S Col-SE Ridge,,,0,0,0,0,0,0,0,0,0,0,
,0,0,Craig Rupert,Nottle,Craig Rupert Nottle,Australia,,M,23,1961,1984/10/9,07:30,7.5,Oct 9,1984/10/9,Fall (8140m),Ascending in summit bid, 4,8140,4,0,0,0,0,1,1984,3,1984 Aut,Aborted above high camp,Accident (Death or Injury to Self or Others),New Zealand (Peter Hillary),0,0,0,EVER-843-04,06,EVER,Nepal,1,W Cwm-W Ridge,,,0,0,0,0,0,0,0,0,0,0,
,0,0,William Robert (Fred),From,William Robert (Fred) From,Australia,,M,28,1956,1984/10/9,08:30,8.5,Oct 9,1984/10/9,Fall (8140m),Ascending in summit bid, 4,8140,4,0,0,0,0,1,1984,3,1984 Aut,Aborted above high camp,Accident (Death or Injury to Self or Others),New Zealand (Peter Hillary),0,0,0,EVER-843-04,02,EVER,Nepal,1,W Cwm-W Ridge,,,0,0,0,2,2,0,2,2,0,8230,LHOT
,0,0,Jozef,Psotka,Jozef Psotka,Czechoslovakia,,M,50,1934,1984/10/15,,0,Oct 15,1984/10/15,Fall (7900m),Descending from summit bid, 4,7900,5,0,0,1,0,1,1984,3,1984 Aut,Successful bid,Success,Czechoslovakia (Frantisek Kele),0,0,0,EVER-843-06,17,EVER,Nepal,1,S Pillar up; SE Ridge-S Col down,,,0,0,0,3,3,1,3,3,1,8586,KANG
,0,0,Juanjo,Navarro,Juanjo Navarro,Spain,,M,0,,1985/5/12,,0,May 12,1985/5/12,Fall (7500m),Ascending in summit bid, 4,7500,4,0,0,0,0,1,1985,1,1985 Spr,No summit bid,Accident (Death or Injury to Self or Others),Spain (Mari Abrego Santesteban),0,0,0,EVER-851-04,03,EVER,China,1,N Col-N Face,,,0,0,0,0,0,0,0,0,0,0,
,0,0,Shinichi,Ishii,Shinichi Ishii,Japan,,M,33,1952,1985/9/17,,0,Sep 17,1985/9/17,Avalanche (6900m),Route preparation, 7,6900,3,0,0,0,0,0,1985,3,1985 Aut,,,Japan (Tsuneo Hasegawa),0,0,0,EVER-853-02,04,EVER,China,1,N Col-NE Ridge,,,0,0,0,1,1,0,1,1,0,7700,DHA1
,0,0,Kiran Inder,Kumar,Kiran Inder Kumar,India,,M,40,1945,1985/10/7,15:30,15.5,Oct 7,1985/10/7,Fall (8500m),Descending from summit bid, 4,8500,5,0,0,0,1,0,1985,3,1985 Aut,Aborted above high camp,"Bad Weather (Storms, High Winds)","India (Prem Chand, Jagit Singh)",0,0,0,EVER-853-03,05,EVER,Nepal,1,S Col-SE Ridge,,,1,1,0,3,3,0,2,2,0,7985,EVER
,0,0,Ranmit Singh,Bakshi,Ranmit Singh Bakshi,India,,M,24,1960,1985/10/10,,0,Oct 10,1985/10/10,Exposure/Frostbite (7950m)(w),Route preparation, 3,7950,3,0,1,0,1,0,1985,3,1985 Aut,Aborted above high camp,"Bad Weather (Storms, High Winds)","India (Prem Chand, Jagit Singh)",0,0,0,EVER-853-03,11,EVER,Nepal,1,S Col-SE Ridge,,,0,0,0,0,0,0,0,0,0,0,
,0,0,Maddirati Uday Bhaskar,Rao,Maddirati Uday Bhaskar Rao,India,,M,24,1961,1985/10/10,,0,Oct 10,1985/10/10,Exposure/Frostbite (7900m)(w),Route preparation, 3,7900,3,0,1,0,1,0,1985,3,1985 Aut,Aborted at high camp,"Bad Weather (Storms, High Winds)","India (Prem Chand, Jagit Singh)",0,0,0,EVER-853-03,32,EVER,Nepal,1,S Col-SE Ridge,,,0,0,0,0,0,0,0,0,0,0,
,0,0,Vijay Pal Singh,Negi,Vijay Pal Singh Negi,India,,M,28,1957,1985/10/10,,0,Oct 10,1985/10/10,Exposure/Frostbite (7900m)(w),Route preparation, 3,7900,3,0,1,0,1,0,1985,3,1985 Aut,Aborted at high camp,"Bad Weather (Storms, High Winds)","India (Prem Chand, Jagit Singh)",0,0,0,EVER-853-03,27,EVER,Nepal,1,S Col-SE Ridge,,,0,0,0,0,0,0,0,0,0,0,
,0,0,Jai,Bahaguna,Jai Bahaguna,India,,M,37,1948,1985/10/10,,0,Oct 10,1985/10/10,Exposure/Frostbite (7900m)(w),Route preparation, 3,7900,3,0,1,0,1,0,1985,3,1985 Aut,Aborted at high camp,"Bad Weather (Storms, High Winds)","India (Prem Chand, Jagit Singh)",0,0,0,EVER-853-03,03,EVER,Nepal,1,S Col-SE Ridge,,,1,1,0,1,1,0,1,1,0,7985,EVER
,0,0,Victor-Hugo,Trujillo,Victor-Hugo Trujillo,Chile,,M,22,,1986/8/16,,0,Aug 16,1986/8/16,Fall (7000m),Route preparation, 4,7000,3,0,0,0,0,0,1986,2,1986 Sum,No summit bid,Accident (Death or Injury to Self or Others),Chile (Claudio Lucero),0,0,0,EVER-862-03,09,EVER,China,1,N Col-NE Ridge,,,0,0,0,0,0,0,0,0,0,0,
,0,0,Simon,Burkhardt,Simon Burkhardt,Switzerland,,M,51,1934,1986/9/28,,0,Sep 28,1986/9/28,Avalanche (7500m),Route preparation, 7,7500,3,0,0,0,1,0,1986,3,1986 Aut,Aborted above high camp,"Bad Conditions (Deep Snow, Avalanches, Falling Roc",Switzerland (Fredy Graf),0,0,0,EVER-863-02,03,EVER,Nepal,1,S Col-SE Ridge,,,0,0,0,1,1,1,1,1,1,8167,DHA1
,0,0,Gyalu,Sherpa,Gyalu Sherpa,Nepal,,M,25,,1986/10/4,,0,Oct 4,1986/10/4,Icefall Collapse (5700m),Route preparation, 6,5700,3,0,0,0,0,1,1986,3,1986 Aut,No summit bid,Accident (Death or Injury to Self or Others),Switzerland (Fredy Graf),1,1,0,EVER-863-02,27,EVER,Nepal,1,S Col-SE Ridge,,,0,0,0,0,0,0,0,0,0,0,
,0,0,Dawa Norbu,Sherpa,Dawa Norbu Sherpa (Yilajung),Nepal, (Yilajung),M,29,1957,1986/10/17,,0,Oct 17,1986/10/17,Avalanche (6600m),Route preparation, 7,6600,3,0,0,0,0,1,1986,3,1986 Aut,No summit bid,Accident (Death or Injury to Self or Others),USA (Andrew Harvard),1,1,0,EVER-863-03,21,EVER,China,1,N Col-NE Ridge,,,0,0,0,0,0,0,0,0,0,0,
,0,0,Tsuttin Dorji,Sherpa,Tsuttin Dorji Sherpa,Nepal,,M,21,,1986/1/30,,0,Jan 30,1987/1/30,Fall (7500m),Route preparation, 4,7500,3,0,0,0,0,0,1986,4,1986 Win,No summit bid,Accident (Death or Injury to Self or Others),S Korea (Park Young-Bae),1,1,0,EVER-864-02,07,EVER,Nepal,1,SW Face (Bonington rte),,Asian Trekking,0,0,0,0,0,0,0,0,0,0,
,0,0,Roger Gough,Marshall,Roger Gough Marshall,Canada,,M,45,1941,1987/5/21,10:00,10,May 21,1987/5/21,Fall (6400m)(a),Descending from summit bid, 4,6400,5,1,0,0,0,1,1987,1,1987 Spr,Aborted at high camp,"Altitude (AMS Symptoms, Breathing or Unwell)",Canada (Roger Marshall),0,0,0,EVER-871-06,01,EVER,China,1,N Face (Japanese & Hornbein Couloirs),,Ama Dablam Trekking,2,1,0,7,6,3,5,4,1,8586,KANG
,0,0,Masao,Yokoyama,Masao Yokoyama,Japan,,M,0,,1987/9/2,,0,Sep 2,1987/9/2,Other (5400m),Death at BC,11,5400,2,0,0,0,0,1,1987,3,1987 Aut,No summit bid,Accident (Death or Injury to Self or Others),Japan (Takashi Kawakami),0,0,0,EVER-873-01,03,EVER,China,0,,,,0,0,0,0,0,0,0,0,0,0,
,0,0,Mangal Singh (Nima),Tamang,Mangal Singh (Nima) Tamang,Nepal,,M,30,,1987/10/20,,0,Oct 20,1987/10/20,Avalanche (5800m),Death at BC, 7,5800,2,0,0,0,0,1,1987,3,1987 Aut,No summit bid,Accident (Death or Injury to Self or Others),"UK (Doug Scott, Rick Allen)",1,0,0,EVER-873-06,10,EVER,China,1,NE Ridge,,,0,0,0,1,1,0,1,1,0,7925,KANG
,0,0,Hidetaka,Mizukoshi,Hidetaka Mizukoshi,Japan,,M,48,1939,1988/4/21,10:00,10,Apr 21,1988/4/21,Illness (non-AMS) (5350m),Death at BC,10,5350,2,0,0,0,0,1,1988,1,1988 Spr,No summit bid,Did Not Climb or Intend to Smt,"China (Shi Zhang-Chun, Toshio Imanishi, Kumar Khadga Bikram Shah)",0,0,0,EVER-881-01,49,EVER,China,0,,,,0,0,0,0,0,0,0,0,0,0,
,0,0,Narayan Kumar,Shrestha,Narayan Kumar Shrestha,Nepal,,M,28,1960,1988/9/21,06:15,6.25,Sep 21,1988/9/21,Avalanche (7270m),Route preparation, 7,7270,3,0,0,0,0,1,1988,3,1988 Aut,No summit bid,Accident (Death or Injury to Self or Others),Spain (Lluis Belvis Del Rio),1,0,0,EVER-883-01,23,EVER,Nepal,1,Lho La-W Ridge (to 7800m),,Kunga,2,2,1,5,5,2,3,3,1,8850,EVER
,0,0,Michel,Parmentier,Michel Parmentier,France,,M,38,1950,1988/9/20,,0,Sep 20,1988/9/20,Exposure/Frostbite (7700m),Descending from summit bid, 3,7700,5,0,0,0,0,1,1988,3,1988 Aut,Aborted above high camp,"Bad Weather (Storms, High Winds)",France (Benoit Chamoux),0,0,0,EVER-883-02,06,EVER,China,1,N Face (Japanese & Hornbein Couloirs),,,0,0,0,1,1,1,1,1,1,8586,KANG
,0,0,Jaroslav,Jasko,Jaroslav Jasko,Czechoslovakia,,M,26,1961,1988/10/17,17:30,17.5,Oct 17,1988/10/17,Fall (8300m),Descending from summit bid, 4,8300,5,0,0,0,0,1,1988,3,1988 Aut,Aborted above high camp,Unknown,"Czechoslovakia (Ivan Fiala, Jaroslav Orsula)",0,0,0,EVER-883-08,06,EVER,Nepal,1,SW Face up; SE Ridge-S Col down,,Mountain Travel,1,1,0,1,1,0,1,1,0,0,
,0,0,Jozef,Just,Jozef Just,Czechoslovakia,,M,33,1955,1988/10/17,17:30,17.5,Oct 17,1988/10/17,Fall (8300m),Descending from summit bid, 4,8300,5,0,0,1,0,1,1988,3,1988 Aut,Successful bid,Success,"Czechoslovakia (Ivan Fiala, Jaroslav Orsula)",0,0,0,EVER-883-08,07,EVER,Nepal,1,SW Face up; SE Ridge-S Col down,,Mountain Travel,2,2,0,3,3,0,3,3,0,8300,EVER
,0,0,Dusan,Becik,Dusan Becik,Czechoslovakia,,M,34,1954,1988/10/17,17:30,17.5,Oct 17,1988/10/17,Fall (8300m),Descending from summit bid, 4,8300,5,0,0,0,0,1,1988,3,1988 Aut,Aborted above high camp,Unknown,"Czechoslovakia (Ivan Fiala, Jaroslav Orsula)",0,0,0,EVER-883-08,03,EVER,Nepal,1,SW Face up; SE Ridge-S Col down,,Mountain Travel,1,1,0,2,2,1,2,2,1,8188,CHOY
,0,0,Peter,Bozik,Peter Bozik,Czechoslovakia,,M,34,1954,1988/10/17,17:30,17.5,Oct 17,1988/10/17,Fall (8300m),Descending from summit bid, 4,8300,5,0,0,0,0,1,1988,3,1988 Aut,Aborted above high camp,Other Illnesses or Pains,"Czechoslovakia (Ivan Fiala, Jaroslav Orsula)",0,0,0,EVER-883-08,04,EVER,Nepal,1,SW Face up; SE Ridge-S Col down,,Mountain Travel,1,1,0,3,3,1,3,3,1,8382,LSHR
,0,0,Pasang Temba,Sherpa,Pasang Temba Sherpa (Makalu-Barun),Nepal, (Makalu-Barun),M,30,,1988/10/13,,0,Oct 13,1988/10/13,Fall (8700m),Descending from summit bid, 4,8700,5,0,0,0,1,0,1988,3,1988 Aut,Aborted above high camp,Too Late in Day or Too Slow,France (Serge Koenig),1,1,0,EVER-883-10,11,EVER,Nepal,1,S Col-SE Ridge,,Sherpa Trekking Service (STS),0,0,0,0,0,0,0,0,0,0,
,0,0,Lhakpa Sonam,Sherpa,Lhakpa Sonam Sherpa (Makalu-Barun),Nepal, (Makalu-Barun),M,30,,1988/10/13,,0,Oct 13,1988/10/13,Fall (8500m),Descending from summit bid, 4,8500,5,0,0,1,1,0,1988,3,1988 Aut,Successful bid,Success,France (Serge Koenig),1,1,0,EVER-883-10,10,EVER,Nepal,1,S Col-SE Ridge,,Sherpa Trekking Service (STS),0,0,0,0,0,0,0,0,0,0,
,0,0,Lhakpa Dorje (Ang Lhakpa),Sherpa,Lhakpa Dorje (Ang Lhakpa) Sherpa (Khunde),Nepal, (Khunde),M,29,,1988/12/23,08:00,8,Dec 23,1988/12/23,Fall (8700m),Ascending in summit bid, 4,8700,4,0,0,0,1,0,1988,4,1988 Win,Aborted above high camp,Accident (Death or Injury to Self or Others),Belgium (Herman Detienne),1,1,0,EVER-884-01,20,EVER,Nepal,1,S Col-SE Ridge,,Mountain Travel,0,0,0,0,0,0,0,0,0,0,
,0,0,Phu Dorje,Sherpa,Phu Dorje Sherpa (Pangboche),Nepal, (Pangboche),M,26,1962,1989/5/16,16:00,16,May 16,1989/5/16,Fall (8600m),Descending from summit bid, 4,8600,5,0,0,1,1,0,1989,1,1989 Spr,Successful bid,Success,USA (Walt McConnell),1,1,0,EVER-891-01,21,EVER,Nepal,1,S Col-SE Ridge,,Wilderness Experience,0,0,0,0,0,0,0,0,0,0,
,0,0,Miroslaw,Gardzielewski,Miroslaw Gardzielewski,Poland,,M,35,1953,1989/5/27,13:00,13,May 27,1989/5/27,Avalanche (6000m),Expedition evacuation, 7,6000,6,0,0,0,1,0,1989,1,1989 Spr,Aborted above high camp,Too Late in Day or Too Slow,Poland (Eugeniusz Chrobak),0,0,0,EVER-891-03,09,EVER,Nepal,1,Khumbutse-W Ridge-N Face (Hornbein Couloir),,Asian Trekking,0,0,0,5,5,2,3,3,2,8188,CHOY
,0,0,Miroslaw,Falco-Dasal,Miroslaw Falco-Dasal,Poland,,M,36,1952,1989/5/27,13:00,13,May 27,1989/5/27,Avalanche (6000m),Expedition evacuation, 7,6000,6,0,0,0,1,0,1989,1,1989 Spr,Aborted above high camp,Too Late in Day or Too Slow,Poland (Eugeniusz Chrobak),0,0,0,EVER-891-03,08,EVER,Nepal,1,Khumbutse-W Ridge-N Face (Hornbein Couloir),,Asian Trekking,0,0,0,3,3,0,3,3,0,8200,LHOT
,0,0,Waclaw,Otreba,Waclaw Otreba,Poland,,M,41,1947,1989/5/27,13:00,13,May 27,1989/5/27,Avalanche (6000m),Expedition evacuation, 7,6000,6,0,0,0,0,1,1989,1,1989 Spr,No summit bid,"Assisting, Guiding, Supporting or Accompanying Oth",Poland (Eugeniusz Chrobak),0,0,0,EVER-891-03,16,EVER,Nepal,1,Khumbutse-W Ridge-N Face (Hornbein Couloir),,Asian Trekking,0,0,0,4,3,1,3,3,1,8167,DHA1
,0,0,Eugeniusz (Genek),Chrobak,Eugeniusz (Genek) Chrobak,Poland,,M,49,1939,1989/5/27,13:00,13,May 27,1989/5/27,Avalanche (6000m),Expedition evacuation, 7,6000,6,0,0,1,1,0,1989,1,1989 Spr,Successful bid,Success,Poland (Eugeniusz Chrobak),0,0,0,EVER-891-03,01,EVER,Nepal,1,Khumbutse-W Ridge-N Face (Hornbein Couloir),,Asian Trekking,1,1,0,4,4,1,4,4,1,8476,KANS
,0,0,Zygmunt Andrzej (Zyga),Heinrich,Zygmunt Andrzej (Zyga) Heinrich,Poland,,M,51,1937,1989/5/27,13:00,13,May 27,1989/5/27,Avalanche (6000m),Expedition evacuation, 7,6000,6,0,0,0,0,1,1989,1,1989 Spr,No summit bid,"Assisting, Guiding, Supporting or Accompanying Oth",Poland (Eugeniusz Chrobak),0,0,0,EVER-891-03,11,EVER,Nepal,1,Khumbutse-W Ridge-N Face (Hornbein Couloir),,Asian Trekking,2,2,0,8,8,3,8,8,3,8516,LHOT
,0,0,Dimitar,Ilievski,Dimitar Ilievski,Yugoslavia,,M,35,1953,1989/5/10,20:00,20,May 10,1989/5/10,Fall (8500m),Descending from summit bid, 4,8500,5,0,0,1,1,0,1989,1,1989 Spr,Successful bid,Success,Yugoslavia (Jovan Poposki),0,0,0,EVER-891-05,08,EVER,Nepal,1,S Col-SE Ridge,,Thamserku Trekking,0,0,0,1,1,0,1,1,0,7400,MANA
,0,0,Ang Phinjo,Sherpa,Ang Phinjo Sherpa (Khumjung),Nepal, (Khumjung),M,42,,1989/12/12,15:05,15.08,Dec 12,1990/12/12,AMS (6500m)(a),Route preparation, 1,6500,3,1,0,0,0,1,1989,4,1989 Win,No summit bid,Accident (Death or Injury to Self or Others),S Korea (Kim Ha-Kyung),1,1,0,EVER-894-01,28,EVER,Nepal,1,S Col-SE Ridge,,Asian Trekking,0,0,0,0,0,0,0,0,0,0,
,0,0,Sang-Hun,Ham,Sang-Hun Ham,S Korea,,M,27,1963,1990/10/7,17:00,17,Oct 7,1990/10/7,Fall (8700m),Ascending in summit bid, 4,8700,4,0,0,0,1,0,1990,3,1990 Aut,Aborted above high camp,Other,"S Korea (Nobuo Kuwahara, Roh Jong-Baek)",0,0,0,EVER-903-03,08,EVER,Nepal,1,S Col-SE Ridge,,Himalayan Journeys,0,0,0,0,0,0,0,0,0,0,
,0,0,Rafael,Gomez-Menor Palacios,Rafael Gomez-Menor Palacios,Spain,,M,24,1966,1990/9/12,,0,Sep 12,1990/9/12,Avalanche (6900m),Route preparation, 7,6900,3,0,0,0,1,0,1990,3,1990 Aut,No summit bid,Accident (Death or Injury to Self or Others),Spain (Cesar Perez de Tudela),0,0,0,EVER-903-06,02,EVER,China,1,N Col-NE Ridge,,,0,0,0,0,0,0,0,0,0,0,
,0,0,Badri,Nath,Badri Nath,Nepal,,M,0,,1990/9/12,,0,Sep 12,1990/9/12,Avalanche (6900m),Route preparation, 7,6900,3,0,0,0,1,0,1990,3,1990 Aut,No summit bid,Accident (Death or Injury to Self or Others),Spain (Cesar Perez de Tudela),1,0,0,EVER-903-06,12,EVER,China,1,N Col-NE Ridge,,,0,0,0,0,0,0,0,0,0,0,
,0,0,Ang Sona,Sherpa,Ang Sona Sherpa,Nepal,,M,0,,1990/9/12,,0,Sep 12,1990/9/12,Avalanche (6900m),Route preparation, 7,6900,3,0,0,0,1,0,1990,3,1990 Aut,No summit bid,Accident (Death or Injury to Self or Others),Spain (Cesar Perez de Tudela),1,1,0,EVER-903-06,13,EVER,China,1,N Col-NE Ridge,,,1,1,0,1,1,0,1,1,0,8530,EVER
,0,0,Ruediger,Lang,Ruediger Lang,Germany,,M,35,1956,1991/5/4,,0,May 4,1991/5/4,Exposure/Frostbite (7900m)(w),Route preparation, 3,7900,3,0,1,0,0,1,1991,1,1991 Spr,Aborted at high camp,Accident (Death or Injury to Self or Others),Austria (Marcus Schmuck),0,0,0,EVER-911-13,09,EVER,China,1,N Col-NE Ridge (to 8550m),,,1,1,0,1,1,0,1,1,0,8000,EVER
,0,0,Junichi,Futagami,Junichi Futagami,Japan,,M,39,1951,1991/5/27,13:30,13.5,May 27,1991/5/27,Fall (8830m),Descending from summit bid, 4,8830,5,0,0,1,1,0,1991,1,1991 Spr,Successful bid,Success,Japan (Muneo Nukita),0,0,0,EVER-911-16,02,EVER,China,1,N Col-N Ridge-N Face,,,0,0,0,0,0,0,0,0,0,0,
,0,0,Raymond,Jacob,Raymond Jacob,India,,M,26,1966,1992/5/2,06:00,6,May 2,1992/5/2,Exposure/Frostbite (7900m)(w),Route preparation, 3,7900,3,0,1,0,1,0,1992,1,1992 Spr,Aborted at high camp,Accident (Death or Injury to Self or Others),India (Deepak Kulkarni),0,0,0,EVER-921-03,05,EVER,Nepal,1,S Col-SE Ridge,,Rover Treks/Arniko Travel,0,0,0,0,0,0,0,0,0,0,
,0,0,Deepak,Kulkarni,Deepak Kulkarni,India,,M,31,1960,1992/5/2,06:00,6,May 2,1992/5/2,Exposure/Frostbite (7800m)(w),Route preparation, 3,7800,3,0,1,0,0,1,1992,1,1992 Spr,Aborted below high camp,Accident (Death or Injury to Self or Others),India (Deepak Kulkarni),0,0,0,EVER-921-03,01,EVER,Nepal,1,S Col-SE Ridge,,Rover Treks/Arniko Travel,0,0,0,0,0,0,0,0,0,0,
,0,0,Subba Singh,Tamang,Subba Singh Tamang (Sigadi),Nepal, (Sigadi),M,43,,1992/5/11,,0,May 11,1992/5/11,Illness (non-AMS) (5350m),Death at BC,10,5350,2,0,0,0,0,1,1992,1,1992 Spr,No summit bid,Did Not Climb or Intend to Smt,Spain (Albino Quinteiro),1,0,0,EVER-921-08,18,EVER,Nepal,0,,,Pabil Treks,0,0,0,0,0,0,0,0,0,0,
,0,0,Sher,Singh,Sher Singh,India,,M,0,,1992/5/22,16:00,16,May 22,1992/5/22,Crevasse (5500m),Expedition evacuation, 5,5500,6,0,0,0,0,1,1992,1,1992 Spr,No summit bid,Did Not Climb or Intend to Smt,India (Hukam Singh),1,0,0,EVER-921-11,18,EVER,Nepal,1,S Col-SE Ridge,,Asian Trekking,0,0,0,0,0,0,0,0,0,0,
,0,0,Manabu,Hoshi,Manabu Hoshi,Japan,,M,28,,1992/5/23,,0,May 23,1992/5/23,Fall (8300m)(w),Ascending in summit bid, 4,8300,4,0,1,0,1,0,1992,1,1992 Spr,Aborted below high camp,Accident (Death or Injury to Self or Others),"Japan (Motomu Ohmyia, Valeri Khrishchati)",0,0,0,EVER-921-13,06,EVER,China,1,NE Ridge,,Himalayan Journeys,0,0,0,0,0,0,0,0,0,0,
,0,0,Nun,Thapa,Nun Thapa,Nepal,,M,0,,Aut 1992,,0,,  -   -,Illness (non-AMS) (4270m),Death at BC,10,4270,2,0,0,0,0,1,1992,3,1992 Aut,No summit bid,Did Not Climb or Intend to Smt,Nepal (Iman Gurung),1,0,0,EVER-923-14,03,EVER,Nepal,0,,,Mandala Trekking,0,0,0,0,0,0,0,0,0,0,
,0,0,Ang Tshering,Sherpa,Ang Tshering Sherpa,Nepal,,M,0,,1992/1/15,,0,Jan 15,1993/1/15,Crevasse (6300m),Route preparation, 5,6300,3,0,0,0,0,1,1992,4,1992 Win,No summit bid,Route/Camp Preparation or Fixing Rope,Spain (Fernando Garrido),1,1,0,EVER-924-02,04,EVER,Nepal,1,S Col-SE Ridge,,Mandala Trekking,4,4,0,20,18,5,9,9,0,8300,EVER
,0,0,Won-Woo,Nam,Won-Woo Nam,S Korea,,M,27,1965,1993/5/17,,0,May 17,1993/5/17,Fall (7800m),Expedition evacuation, 4,7800,6,0,0,0,0,1,1993,1,1993 Spr,No summit bid,Other,S Korea (Lee Jong-Ryang),0,0,0,EVER-931-04,07,EVER,Nepal,1,SW Face (to 8450m),,Himalaya Expeditions,1,1,0,1,1,0,1,1,0,0,
,0,0,Jin-Seob,An,Jin-Seob An,S Korea,,M,25,1968,1993/5/17,09:30,9.5,May 17,1993/5/17,Fall (7600m),Descending from summit bid, 4,7600,5,0,0,1,1,0,1993,1,1993 Spr,Successful bid,Success,S Korea (Lee Jong-Ryang),0,0,0,EVER-931-04,03,EVER,Nepal,2,S Col-SE Ridge,,Himalaya Expeditions,0,0,0,0,0,0,0,0,0,0,
